t,mmsi,lon,lat,speed,course
01/03/2011 00:00:02,3638.0,181.0,91.0,0,0
01/03/2011 00:00:02,245529000.0,14.249683,53.978483,0.0,0.0
01/03/2011 00:00:02,265518160.0,12.687683,56.044737,0.1,88.4
01/03/2011 00:00:02,256072000.0,6.013792,55.42952,13.2,215.6
01/03/2011 00:00:02,218759000.0,11.578197,56.121005,8.2,84.6
01/03/2011 00:00:02,246262000.0,12.705183,55.519167,12.5,355.0
01/03/2011 00:00:02,219004263.0,10.913015,55.710747,9.2,290.6
01/03/2011 00:00:02,220275000.0,8.42217,55.475463,0.0,325.7
01/03/2011 00:00:02,219295000.0,8.224393,56.703437,0.0,209.5
01/03/2011 00:00:02,211196300.0,9.93391,54.650868,0.0,317.5
01/03/2011 00:00:02,211369090.0,13.154188,55.007065,0.0,317.5
01/03/2011 00:00:02,309272000.0,13.88963,55.006712,12.4,170.0
01/03/2011 00:00:02,220083000.0,8.1228,56.004757,0.0,156.3
01/03/2011 00:00:02,220247000.0,8.417217,55.476812,0.0,15.0
01/03/2011 00:00:02,2655148.0,12.390502,57.108777,0,0
01/03/2011 00:00:02,220018000.0,11.664817,54.4755,10.5,285.0
01/03/2011 00:00:02,265457000.0,11.0251,56.492233,12.6,6.2
01/03/2011 00:00:02,2190048.0,12.12953,56.079123,0,0
01/03/2011 00:00:02,992191023.0,10.98809,55.045063,0,0
01/03/2011 00:00:02,256587000.0,8.9302,57.416375,14.1,51.1
01/03/2011 00:00:02,240244000.0,12.664333,55.418583,12.6,195.0
01/03/2011 00:00:02,219000762.0,10.259028,55.911898,0.0,14.0
01/03/2011 00:00:02,221219001.0,181.0,91.0,0,0
01/03/2011 00:00:02,248085000.0,12.709003,56.006655,0.1,348.1
01/03/2011 00:00:02,319161000.0,11.456133,56.345867,14.4,28.0
01/03/2011 00:00:03,230204000.0,12.830738,54.712585,15.1,59.1
01/03/2011 00:00:03,258237000.0,10.962115,56.67148,10.4,350.0
01/03/2011 00:00:03,219385000.0,12.592997,55.67928,0.1,284.0
01/03/2011 00:00:03,220223000.0,9.317672,57.45326,17.5,55.0
01/03/2011 00:00:03,257307000.0,10.06147,57.04981,0.0,230.0
01/03/2011 00:00:03,215013000.0,15.013102,55.570297,17.1,238.7
01/03/2011 00:00:03,304201000.0,10.262985,54.485883,10.8,207.5
01/03/2011 00:00:03,219014049.0,14.881917,54.7003,0.2,27.9
01/03/2011 00:00:03,992190004.0,10.925078,56.410887,0,0
01/03/2011 00:00:03,211910000.0,8.245583,57.054217,23.3,40.6
01/03/2011 00:00:03,233234000.0,7.320553,56.393075,15.4,213.0
01/03/2011 00:00:03,245726000.0,10.612158,56.692958,11.2,37.2
01/03/2011 00:00:03,219007457.0,8.601098,57.121018,0.0,283.1
01/03/2011 00:00:03,992191026.0,10.83737,55.798355,0,0
01/03/2011 00:00:03,265610040.0,9.426123,57.535572,9.2,240.1
01/03/2011 00:00:03,253056000.0,11.303187,54.545327,11.5,110.0
01/03/2011 00:00:03,211298240.0,12.087193,54.109935,0.0,313.0
01/03/2011 00:00:03,210888000.0,14.248212,53.964367,0.0,0.1
01/03/2011 00:00:03,245253000.0,7.80634,55.27644,4.2,327.8
01/03/2011 00:00:03,210008000.0,10.942513,57.68109,17.2,132.7
01/03/2011 00:00:03,230315000.0,10.943167,55.907667,15.1,38.0
01/03/2011 00:00:03,220341000.0,9.962795,57.593115,0.0,157.1
01/03/2011 00:00:03,219328000.0,14.273452,54.899943,3.9,35.9
01/03/2011 00:00:03,219948000.0,7.899167,57.438795,2.8,32.4
01/03/2011 00:00:03,265150000.0,12.30012,54.562092,16.3,33.0
01/03/2011 00:00:03,2190073.0,11.052713,57.268853,0,0
01/03/2011 00:00:03,244446000.0,181.0,91.0,0,0
01/03/2011 00:00:03,235073852.0,11.351125,54.656642,0.0,137.0
